gallery_number,gallery_name,department,floor,summary,latitude,longitude,is_closed,lm_id
246,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 246,40.780109477,-73.961944863,True,27ca106e18464952d234445053465cb6
246,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 246,40.780109477,-73.961944863,True,27ca106e18464952d234445053465cb6
247,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 247,40.78003077,-73.961922535,True,130c0601f37db9f749146d3e18cd20aa
247,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 247,40.78003077,-73.961922535,True,130c0601f37db9f749146d3e18cd20aa
247,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 247,40.78003077,-73.961922535,True,130c0601f37db9f749146d3e18cd20aa
247,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 247,40.78003077,-73.961922535,True,130c0601f37db9f749146d3e18cd20aa
247,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 247,40.78003077,-73.961922535,True,130c0601f37db9f749146d3e18cd20aa
247,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 247,40.78003077,-73.961922535,True,130c0601f37db9f749146d3e18cd20aa
247,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 247,40.78003077,-73.961922535,True,130c0601f37db9f749146d3e18cd20aa
248,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 248,40.780137591,-73.96188656,True,1e7dbcc9311c9ddb3121410147d6750e
248,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 248,40.780137591,-73.96188656,True,1e7dbcc9311c9ddb3121410147d6750e
248,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 248,40.780137591,-73.96188656,True,1e7dbcc9311c9ddb3121410147d6750e
248,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 248,40.780137591,-73.96188656,True,1e7dbcc9311c9ddb3121410147d6750e
248,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 248,40.780137591,-73.96188656,True,1e7dbcc9311c9ddb3121410147d6750e
248,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 248,40.780137591,-73.96188656,True,1e7dbcc9311c9ddb3121410147d6750e
248,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 248,40.780137591,-73.96188656,True,1e7dbcc9311c9ddb3121410147d6750e
249,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 249,40.780199747,-73.961833947,True,b0ee32c0eff4ab466e0e29f845dba2b7
249,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 249,40.780199747,-73.961833947,True,b0ee32c0eff4ab466e0e29f845dba2b7
249,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 249,40.780199747,-73.961833947,True,b0ee32c0eff4ab466e0e29f845dba2b7
249,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 249,40.780199747,-73.961833947,True,b0ee32c0eff4ab466e0e29f845dba2b7
249,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 249,40.780199747,-73.961833947,True,b0ee32c0eff4ab466e0e29f845dba2b7
249,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 249,40.780199747,-73.961833947,True,b0ee32c0eff4ab466e0e29f845dba2b7
249,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 249,40.780199747,-73.961833947,True,b0ee32c0eff4ab466e0e29f845dba2b7
250,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 250,40.78027289,-73.961787896,True,b9f6654dc77c4756d1f62922febe38b7
250,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 250,40.78027289,-73.961787896,True,b9f6654dc77c4756d1f62922febe38b7
250,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 250,40.78027289,-73.961787896,True,b9f6654dc77c4756d1f62922febe38b7
250,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 250,40.78027289,-73.961787896,True,b9f6654dc77c4756d1f62922febe38b7
250,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 250,40.78027289,-73.961787896,True,b9f6654dc77c4756d1f62922febe38b7
250,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 250,40.78027289,-73.961787896,True,b9f6654dc77c4756d1f62922febe38b7
250,Southeast Asian Art,Florence and Herbert Irving Galleries,2,Gallery 250,40.78027289,-73.961787896,True,b9f6654dc77c4756d1f62922febe38b7
251,"Household Gods: Hindu Devotional Prints, 1860–1930",,3,Gallery 251,40.779985176,-73.961997707,False,2a940f7a6177b4027c476d1d3c64e886
251,"Household Gods: Hindu Devotional Prints, 1860–1930",,3,Gallery 251,40.779985176,-73.961997707,False,2a940f7a6177b4027c476d1d3c64e886
251,"Household Gods: Hindu Devotional Prints, 1860–1930",,3,Gallery 251,40.779985176,-73.961997707,False,2a940f7a6177b4027c476d1d3c64e886
251,"Household Gods: Hindu Devotional Prints, 1860–1930",,3,Gallery 251,40.779985176,-73.961997707,False,2a940f7a6177b4027c476d1d3c64e886
251,"Household Gods: Hindu Devotional Prints, 1860–1930",,3,Gallery 251,40.779985176,-73.961997707,False,2a940f7a6177b4027c476d1d3c64e886
251,"Household Gods: Hindu Devotional Prints, 1860–1930",,3,Gallery 251,40.779985176,-73.961997707,False,2a940f7a6177b4027c476d1d3c64e886
251,"Household Gods: Hindu Devotional Prints, 1860–1930",,3,Gallery 251,40.779985176,-73.961997707,False,2a940f7a6177b4027c476d1d3c64e886
252,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 252,40.780052854,-73.96190643,False,1574c6f5df6bec6536e0ee4ba7b65df1
252,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 252,40.780052854,-73.96190643,False,1574c6f5df6bec6536e0ee4ba7b65df1
252,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 252,40.780052854,-73.96190643,False,1574c6f5df6bec6536e0ee4ba7b65df1
252,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 252,40.780052854,-73.96190643,False,1574c6f5df6bec6536e0ee4ba7b65df1
252,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 252,40.780052854,-73.96190643,False,1574c6f5df6bec6536e0ee4ba7b65df1
252,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 252,40.780052854,-73.96190643,False,1574c6f5df6bec6536e0ee4ba7b65df1
252,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 252,40.780052854,-73.96190643,False,1574c6f5df6bec6536e0ee4ba7b65df1
253,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 253,40.780064764,-73.961979045,False,789d6032f48e915dfd60f0eec6aea190
253,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 253,40.780064764,-73.961979045,False,789d6032f48e915dfd60f0eec6aea190
253,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 253,40.780064764,-73.961979045,False,789d6032f48e915dfd60f0eec6aea190
253,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 253,40.780064764,-73.961979045,False,789d6032f48e915dfd60f0eec6aea190
253,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 253,40.780064764,-73.961979045,False,789d6032f48e915dfd60f0eec6aea190
253,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 253,40.780064764,-73.961979045,False,789d6032f48e915dfd60f0eec6aea190
253,Arts of Tibet and Nepal,Florence and Herbert Irving Galleries,3,Gallery 253,40.780064764,-73.961979045,False,789d6032f48e915dfd60f0eec6aea190
300,Byzantium (South Gallery),Mary and Michael Jaharis Galleries,1,Gallery 300,40.779280064,-73.963226794,False,df4813621948bce4265228e82f022e21
300,Byzantium (South Gallery),Mary and Michael Jaharis Galleries,1,Gallery 300,40.779280064,-73.963226794,False,df4813621948bce4265228e82f022e21
300,Byzantium (South Gallery),Mary and Michael Jaharis Galleries,1,Gallery 300,40.779280064,-73.963226794,False,df4813621948bce4265228e82f022e21
300,Byzantium (South Gallery),Mary and Michael Jaharis Galleries,1,Gallery 300,40.779280064,-73.963226794,False,df4813621948bce4265228e82f022e21
300,Byzantium (South Gallery),Mary and Michael Jaharis Galleries,1,Gallery 300,40.779280064,-73.963226794,False,df4813621948bce4265228e82f022e21
300,Byzantium (South Gallery),Mary and Michael Jaharis Galleries,1,Gallery 300,40.779280064,-73.963226794,False,df4813621948bce4265228e82f022e21
300,Byzantium (South Gallery),Mary and Michael Jaharis Galleries,1,Gallery 300,40.779280064,-73.963226794,False,df4813621948bce4265228e82f022e21
301,Late Roman and Early Byzantine Secular Objects (North Gallery),Mary and Michael Jaharis Galleries,1,Gallery 301,40.779376002,-73.96315317,False,dbc6f5b5dcb2ceb5683108c6e4532824
301,Late Roman and Early Byzantine Secular Objects (North Gallery),Mary and Michael Jaharis Galleries,1,Gallery 301,40.779376002,-73.96315317,False,dbc6f5b5dcb2ceb5683108c6e4532824
301,Late Roman and Early Byzantine Secular Objects (North Gallery),Mary and Michael Jaharis Galleries,1,Gallery 301,40.779376002,-73.96315317,False,dbc6f5b5dcb2ceb5683108c6e4532824
301,Late Roman and Early Byzantine Secular Objects (North Gallery),Mary and Michael Jaharis Galleries,1,Gallery 301,40.779376002,-73.96315317,False,dbc6f5b5dcb2ceb5683108c6e4532824
301,Late Roman and Early Byzantine Secular Objects (North Gallery),Mary and Michael Jaharis Galleries,1,Gallery 301,40.779376002,-73.96315317,False,dbc6f5b5dcb2ceb5683108c6e4532824
301,Late Roman and Early Byzantine Secular Objects (North Gallery),Mary and Michael Jaharis Galleries,1,Gallery 301,40.779376002,-73.96315317,False,dbc6f5b5dcb2ceb5683108c6e4532824
301,Late Roman and Early Byzantine Secular Objects (North Gallery),Mary and Michael Jaharis Galleries,1,Gallery 301,40.779376002,-73.96315317,False,dbc6f5b5dcb2ceb5683108c6e4532824
302,Afterlives: Contemporary Art in the Byzantine Crypt,,1,Gallery 302,40.779334878,-73.963206222,False,b7365e68805c1c570260b50eca6d4f40
302,Afterlives: Contemporary Art in the Byzantine Crypt,,1,Gallery 302,40.779334878,-73.963206222,False,b7365e68805c1c570260b50eca6d4f40
302,Afterlives: Contemporary Art in the Byzantine Crypt,,1,Gallery 302,40.779334878,-73.963206222,False,b7365e68805c1c570260b50eca6d4f40
302,Afterlives: Contemporary Art in the Byzantine Crypt,,1,Gallery 302,40.779334878,-73.963206222,False,b7365e68805c1c570260b50eca6d4f40
302,Afterlives: Contemporary Art in the Byzantine Crypt,,1,Gallery 302,40.779334878,-73.963206222,False,b7365e68805c1c570260b50eca6d4f40
302,Afterlives: Contemporary Art in the Byzantine Crypt,,1,Gallery 302,40.779334878,-73.963206222,False,b7365e68805c1c570260b50eca6d4f40
302,Afterlives: Contemporary Art in the Byzantine Crypt,,1,Gallery 302,40.779334878,-73.963206222,False,b7365e68805c1c570260b50eca6d4f40
303,Middle and Late Byzantine Objects (Apse Gallery),Mary and Michael Jaharis Galleries,1,Gallery 303,40.779373624,-73.963298186,False,027ef488b9d3031ff07b1255694c5769
303,Middle and Late Byzantine Objects (Apse Gallery),Mary and Michael Jaharis Galleries,1,Gallery 303,40.779373624,-73.963298186,False,027ef488b9d3031ff07b1255694c5769
303,Middle and Late Byzantine Objects (Apse Gallery),Mary and Michael Jaharis Galleries,1,Gallery 303,40.779373624,-73.963298186,False,027ef488b9d3031ff07b1255694c5769
303,Middle and Late Byzantine Objects (Apse Gallery),Mary and Michael Jaharis Galleries,1,Gallery 303,40.779373624,-73.963298186,False,027ef488b9d3031ff07b1255694c5769
303,Middle and Late Byzantine Objects (Apse Gallery),Mary and Michael Jaharis Galleries,1,Gallery 303,40.779373624,-73.963298186,False,027ef488b9d3031ff07b1255694c5769
303,Middle and Late Byzantine Objects (Apse Gallery),Mary and Michael Jaharis Galleries,1,Gallery 303,40.779373624,-73.963298186,False,027ef488b9d3031ff07b1255694c5769
303,Middle and Late Byzantine Objects (Apse Gallery),Mary and Michael Jaharis Galleries,1,Gallery 303,40.779373624,-73.963298186,False,027ef488b9d3031ff07b1255694c5769
304,Medieval Europe Gallery,,1,Gallery 304,40.779419619,-73.963407344,False,b63e7a7a3559b659bfcb0e41025daa1b
304,Medieval Europe Gallery,,1,Gallery 304,40.779419619,-73.963407344,False,b63e7a7a3559b659bfcb0e41025daa1b
304,Medieval Europe Gallery,,1,Gallery 304,40.779419619,-73.963407344,False,b63e7a7a3559b659bfcb0e41025daa1b
304,Medieval Europe Gallery,,1,Gallery 304,40.779419619,-73.963407344,False,b63e7a7a3559b659bfcb0e41025daa1b
304,Medieval Europe Gallery,,1,Gallery 304,40.779419619,-73.963407344,False,b63e7a7a3559b659bfcb0e41025daa1b
304,Medieval Europe Gallery,,1,Gallery 304,40.779419619,-73.963407344,False,b63e7a7a3559b659bfcb0e41025daa1b
304,Medieval Europe Gallery,,1,Gallery 304,40.779419619,-73.963407344,False,b63e7a7a3559b659bfcb0e41025daa1b
305,Medieval Sculpture Hall,,1,Gallery 305,40.779571117,-73.963661323,False,b074a3495bb4f99b84b9a34cd065f850
305,Medieval Sculpture Hall,,1,Gallery 305,40.779571117,-73.963661323,False,b074a3495bb4f99b84b9a34cd065f850
305,Medieval Sculpture Hall,,1,Gallery 305,40.779571117,-73.963661323,False,b074a3495bb4f99b84b9a34cd065f850
305,Medieval Sculpture Hall,,1,Gallery 305,40.779571117,-73.963661323,False,b074a3495bb4f99b84b9a34cd065f850
305,Medieval Sculpture Hall,,1,Gallery 305,40.779571117,-73.963661323,False,b074a3495bb4f99b84b9a34cd065f850
305,Medieval Sculpture Hall,,1,Gallery 305,40.779571117,-73.963661323,False,b074a3495bb4f99b84b9a34cd065f850
305,Medieval Sculpture Hall,,1,Gallery 305,40.779571117,-73.963661323,False,b074a3495bb4f99b84b9a34cd065f850
306,Medieval Treasury,,1,Gallery 306,40.77978833,-73.963562985,False,bdd3357591fc4b596560404de2852d54
306,Medieval Treasury,,1,Gallery 306,40.77978833,-73.963562985,False,bdd3357591fc4b596560404de2852d54
306,Medieval Treasury,,1,Gallery 306,40.77978833,-73.963562985,False,bdd3357591fc4b596560404de2852d54
306,Medieval Treasury,,1,Gallery 306,40.77978833,-73.963562985,False,bdd3357591fc4b596560404de2852d54
306,Medieval Treasury,,1,Gallery 306,40.77978833,-73.963562985,False,bdd3357591fc4b596560404de2852d54
306,Medieval Treasury,,1,Gallery 306,40.77978833,-73.963562985,False,bdd3357591fc4b596560404de2852d54
306,Medieval Treasury,,1,Gallery 306,40.77978833,-73.963562985,False,bdd3357591fc4b596560404de2852d54
307,Secular Works,The Lawrence A. and Barbara Fleischman Gallery of Late Medieval Secular Art,1,Gallery 307,40.779901945,-73.963480135,False,4288b01a76e6ae8a48ccce094762233e
307,Secular Works,The Lawrence A. and Barbara Fleischman Gallery of Late Medieval Secular Art,1,Gallery 307,40.779901945,-73.963480135,False,4288b01a76e6ae8a48ccce094762233e
307,Secular Works,The Lawrence A. and Barbara Fleischman Gallery of Late Medieval Secular Art,1,Gallery 307,40.779901945,-73.963480135,False,4288b01a76e6ae8a48ccce094762233e
307,Secular Works,The Lawrence A. and Barbara Fleischman Gallery of Late Medieval Secular Art,1,Gallery 307,40.779901945,-73.963480135,False,4288b01a76e6ae8a48ccce094762233e
307,Secular Works,The Lawrence A. and Barbara Fleischman Gallery of Late Medieval Secular Art,1,Gallery 307,40.779901945,-73.963480135,False,4288b01a76e6ae8a48ccce094762233e
307,Secular Works,The Lawrence A. and Barbara Fleischman Gallery of Late Medieval Secular Art,1,Gallery 307,40.779901945,-73.963480135,False,4288b01a76e6ae8a48ccce094762233e
307,Secular Works,The Lawrence A. and Barbara Fleischman Gallery of Late Medieval Secular Art,1,Gallery 307,40.779901945,-73.963480135,False,4288b01a76e6ae8a48ccce094762233e
340,Arts of Africa,,1,,40.778501011,-73.963597001,False,faabf0b367e18a00d6e8493720ae01ac
340,Arts of Africa,,1,,40.778501011,-73.963597001,False,faabf0b367e18a00d6e8493720ae01ac
340,Arts of Africa,,1,,40.778501011,-73.963597001,False,faabf0b367e18a00d6e8493720ae01ac
340,Arts of Africa,,1,,40.778501011,-73.963597001,False,faabf0b367e18a00d6e8493720ae01ac
340,Arts of Africa,,1,,40.778501011,-73.963597001,False,faabf0b367e18a00d6e8493720ae01ac
340,Arts of Africa,,1,,40.778501011,-73.963597001,False,faabf0b367e18a00d6e8493720ae01ac
340,Arts of Africa,,1,,40.778501011,-73.963597001,False,faabf0b367e18a00d6e8493720ae01ac
341,Arts of Africa,,1,,40.77859152,-73.963814234,False,13adecbbdd61f91891b3c43f964c5e4f
341,Arts of Africa,,1,,40.77859152,-73.963814234,False,13adecbbdd61f91891b3c43f964c5e4f
341,Arts of Africa,,1,,40.77859152,-73.963814234,False,13adecbbdd61f91891b3c43f964c5e4f
341,Arts of Africa,,1,,40.77859152,-73.963814234,False,13adecbbdd61f91891b3c43f964c5e4f
341,Arts of Africa,,1,,40.77859152,-73.963814234,False,13adecbbdd61f91891b3c43f964c5e4f
341,Arts of Africa,,1,,40.77859152,-73.963814234,False,13adecbbdd61f91891b3c43f964c5e4f
341,Arts of Africa,,1,,40.77859152,-73.963814234,False,13adecbbdd61f91891b3c43f964c5e4f
342,Arts of Africa,,1,,40.778525783,-73.963981607,False,40525ef2da182cbaa3373a31b96dc6da
342,Arts of Africa,,1,,40.778525783,-73.963981607,False,40525ef2da182cbaa3373a31b96dc6da
342,Arts of Africa,,1,,40.778525783,-73.963981607,False,40525ef2da182cbaa3373a31b96dc6da
342,Arts of Africa,,1,,40.778525783,-73.963981607,False,40525ef2da182cbaa3373a31b96dc6da
342,Arts of Africa,,1,,40.778525783,-73.963981607,False,40525ef2da182cbaa3373a31b96dc6da
342,Arts of Africa,,1,,40.778525783,-73.963981607,False,40525ef2da182cbaa3373a31b96dc6da
342,Arts of Africa,,1,,40.778525783,-73.963981607,False,40525ef2da182cbaa3373a31b96dc6da
343,Arts of Africa,,1,,40.778466194,-73.963905628,False,60643bba2c58c76fcb00d4415238771f
343,Arts of Africa,,1,,40.778466194,-73.963905628,False,60643bba2c58c76fcb00d4415238771f
343,Arts of Africa,,1,,40.778466194,-73.963905628,False,60643bba2c58c76fcb00d4415238771f
343,Arts of Africa,,1,,40.778466194,-73.963905628,False,60643bba2c58c76fcb00d4415238771f
343,Arts of Africa,,1,,40.778466194,-73.963905628,False,60643bba2c58c76fcb00d4415238771f
343,Arts of Africa,,1,,40.778466194,-73.963905628,False,60643bba2c58c76fcb00d4415238771f
343,Arts of Africa,,1,,40.778466194,-73.963905628,False,60643bba2c58c76fcb00d4415238771f
344,Arts of Africa,,1,,40.778341446,-73.963861066,False,c280dd57bc6ce8b6f0a98e0e4ff37162
344,Arts of Africa,,1,,40.778341446,-73.963861066,False,c280dd57bc6ce8b6f0a98e0e4ff37162
344,Arts of Africa,,1,,40.778341446,-73.963861066,False,c280dd57bc6ce8b6f0a98e0e4ff37162
344,Arts of Africa,,1,,40.778341446,-73.963861066,False,c280dd57bc6ce8b6f0a98e0e4ff37162
344,Arts of Africa,,1,,40.778341446,-73.963861066,False,c280dd57bc6ce8b6f0a98e0e4ff37162
344,Arts of Africa,,1,,40.778341446,-73.963861066,False,c280dd57bc6ce8b6f0a98e0e4ff37162
344,Arts of Africa,,1,,40.778341446,-73.963861066,False,c280dd57bc6ce8b6f0a98e0e4ff37162
345,Arts of Africa,,1,,40.778371198,-73.963935083,False,928f642e6e0f54c4b881aa0b00694bd1
345,Arts of Africa,,1,,40.778371198,-73.963935083,False,928f642e6e0f54c4b881aa0b00694bd1
345,Arts of Africa,,1,,40.778371198,-73.963935083,False,928f642e6e0f54c4b881aa0b00694bd1
345,Arts of Africa,,1,,40.778371198,-73.963935083,False,928f642e6e0f54c4b881aa0b00694bd1
345,Arts of Africa,,1,,40.778371198,-73.963935083,False,928f642e6e0f54c4b881aa0b00694bd1
345,Arts of Africa,,1,,40.778371198,-73.963935083,False,928f642e6e0f54c4b881aa0b00694bd1
345,Arts of Africa,,1,,40.778371198,-73.963935083,False,928f642e6e0f54c4b881aa0b00694bd1
350,Arts of Oceania,,1,,40.778714775,-73.964121597,False,33a554125c0047787b80eb0be0d9ab65
350,Arts of Oceania,,1,,40.778714775,-73.964121597,False,33a554125c0047787b80eb0be0d9ab65
350,Arts of Oceania,,1,,40.778714775,-73.964121597,False,33a554125c0047787b80eb0be0d9ab65
350,Arts of Oceania,,1,,40.778714775,-73.964121597,False,33a554125c0047787b80eb0be0d9ab65
350,Arts of Oceania,,1,,40.778714775,-73.964121597,False,33a554125c0047787b80eb0be0d9ab65
350,Arts of Oceania,,1,,40.778714775,-73.964121597,False,33a554125c0047787b80eb0be0d9ab65
350,Arts of Oceania,,1,,40.778714775,-73.964121597,False,33a554125c0047787b80eb0be0d9ab65
351,Arts of Oceania,,1,,40.778607705,-73.964161331,False,1005b67beb410884a558bd5d24d1e33a
351,Arts of Oceania,,1,,40.778607705,-73.964161331,False,1005b67beb410884a558bd5d24d1e33a
351,Arts of Oceania,,1,,40.778607705,-73.964161331,False,1005b67beb410884a558bd5d24d1e33a
351,Arts of Oceania,,1,,40.778607705,-73.964161331,False,1005b67beb410884a558bd5d24d1e33a
351,Arts of Oceania,,1,,40.778607705,-73.964161331,False,1005b67beb410884a558bd5d24d1e33a
351,Arts of Oceania,,1,,40.778607705,-73.964161331,False,1005b67beb410884a558bd5d24d1e33a
351,Arts of Oceania,,1,,40.778607705,-73.964161331,False,1005b67beb410884a558bd5d24d1e33a
352,Arts of Oceania,,1,,40.778483431,-73.964092707,False,18008f2e828718109c01694591da9f58
352,Arts of Oceania,,1,,40.778483431,-73.964092707,False,18008f2e828718109c01694591da9f58
352,Arts of Oceania,,1,,40.778483431,-73.964092707,False,18008f2e828718109c01694591da9f58
352,Arts of Oceania,,1,,40.778483431,-73.964092707,False,18008f2e828718109c01694591da9f58
352,Arts of Oceania,,1,,40.778483431,-73.964092707,False,18008f2e828718109c01694591da9f58
352,Arts of Oceania,,1,,40.778483431,-73.964092707,False,18008f2e828718109c01694591da9f58
352,Arts of Oceania,,1,,40.778483431,-73.964092707,False,18008f2e828718109c01694591da9f58
353,Arts of Oceania,,1,,40.778361349,-73.964021585,False,d3521e4c3fb6b96111ac1f8dbe96da20
353,Arts of Oceania,,1,,40.778361349,-73.964021585,False,d3521e4c3fb6b96111ac1f8dbe96da20
353,Arts of Oceania,,1,,40.778361349,-73.964021585,False,d3521e4c3fb6b96111ac1f8dbe96da20
353,Arts of Oceania,,1,,40.778361349,-73.964021585,False,d3521e4c3fb6b96111ac1f8dbe96da20
353,Arts of Oceania,,1,,40.778361349,-73.964021585,False,d3521e4c3fb6b96111ac1f8dbe96da20
353,Arts of Oceania,,1,,40.778361349,-73.964021585,False,d3521e4c3fb6b96111ac1f8dbe96da20
353,Arts of Oceania,,1,,40.778361349,-73.964021585,False,d3521e4c3fb6b96111ac1f8dbe96da20
354,Arts of Oceania,,1,,40.778269019,-73.964150598,False,29437de798c1132f74967fc8983e9014
354,Arts of Oceania,,1,,40.778269019,-73.964150598,False,29437de798c1132f74967fc8983e9014
354,Arts of Oceania,,1,,40.778269019,-73.964150598,False,29437de798c1132f74967fc8983e9014
354,Arts of Oceania,,1,,40.778269019,-73.964150598,False,29437de798c1132f74967fc8983e9014
354,Arts of Oceania,,1,,40.778269019,-73.964150598,False,29437de798c1132f74967fc8983e9014
354,Arts of Oceania,,1,,40.778269019,-73.964150598,False,29437de798c1132f74967fc8983e9014
354,Arts of Oceania,,1,,40.778269019,-73.964150598,False,29437de798c1132f74967fc8983e9014
359,Iba Ndiaye: Between Latitude and Longitude,,1,,40.778638545,-73.964235084,False,8a0229933f02e7cf17d628a25442c5e5
359,Iba Ndiaye: Between Latitude and Longitude,,1,,40.778638545,-73.964235084,False,8a0229933f02e7cf17d628a25442c5e5
359,Iba Ndiaye: Between Latitude and Longitude,,1,,40.778638545,-73.964235084,False,8a0229933f02e7cf17d628a25442c5e5
359,Iba Ndiaye: Between Latitude and Longitude,,1,,40.778638545,-73.964235084,False,8a0229933f02e7cf17d628a25442c5e5
359,Iba Ndiaye: Between Latitude and Longitude,,1,,40.778638545,-73.964235084,False,8a0229933f02e7cf17d628a25442c5e5
359,Iba Ndiaye: Between Latitude and Longitude,,1,,40.778638545,-73.964235084,False,8a0229933f02e7cf17d628a25442c5e5
359,Iba Ndiaye: Between Latitude and Longitude,,1,,40.778638545,-73.964235084,False,8a0229933f02e7cf17d628a25442c5e5
360,Arts of the Ancient Americas,,1,,40.778307443,-73.964242499,False,cb185f3b203878c1a05a55fc811c3cd5
360,Arts of the Ancient Americas,,1,,40.778307443,-73.964242499,False,cb185f3b203878c1a05a55fc811c3cd5
360,Arts of the Ancient Americas,,1,,40.778307443,-73.964242499,False,cb185f3b203878c1a05a55fc811c3cd5
360,Arts of the Ancient Americas,,1,,40.778307443,-73.964242499,False,cb185f3b203878c1a05a55fc811c3cd5
360,Arts of the Ancient Americas,,1,,40.778307443,-73.964242499,False,cb185f3b203878c1a05a55fc811c3cd5
360,Arts of the Ancient Americas,,1,,40.778307443,-73.964242499,False,cb185f3b203878c1a05a55fc811c3cd5
360,Arts of the Ancient Americas,,1,,40.778307443,-73.964242499,False,cb185f3b203878c1a05a55fc811c3cd5
361,Arts of the Ancient Americas,,1,,40.778417636,-73.964161074,False,e338992445a621cb505b63f06bccf058
361,Arts of the Ancient Americas,,1,,40.778417636,-73.964161074,False,e338992445a621cb505b63f06bccf058
361,Arts of the Ancient Americas,,1,,40.778417636,-73.964161074,False,e338992445a621cb505b63f06bccf058
361,Arts of the Ancient Americas,,1,,40.778417636,-73.964161074,False,e338992445a621cb505b63f06bccf058
361,Arts of the Ancient Americas,,1,,40.778417636,-73.964161074,False,e338992445a621cb505b63f06bccf058
361,Arts of the Ancient Americas,,1,,40.778417636,-73.964161074,False,e338992445a621cb505b63f06bccf058
361,Arts of the Ancient Americas,,1,,40.778417636,-73.964161074,False,e338992445a621cb505b63f06bccf058
362,Arts of the Ancient Americas,,1,,40.778492964,-73.964341237,False,d21a1033026e65027931460fdb7d3833
362,Arts of the Ancient Americas,,1,,40.778492964,-73.964341237,False,d21a1033026e65027931460fdb7d3833
362,Arts of the Ancient Americas,,1,,40.778492964,-73.964341237,False,d21a1033026e65027931460fdb7d3833
362,Arts of the Ancient Americas,,1,,40.778492964,-73.964341237,False,d21a1033026e65027931460fdb7d3833
362,Arts of the Ancient Americas,,1,,40.778492964,-73.964341237,False,d21a1033026e65027931460fdb7d3833
362,Arts of the Ancient Americas,,1,,40.778492964,-73.964341237,False,d21a1033026e65027931460fdb7d3833
362,Arts of the Ancient Americas,,1,,40.778492964,-73.964341237,False,d21a1033026e65027931460fdb7d3833
363,Arts of the Ancient Americas,,1,,40.778572471,-73.964283262,False,1d9b8da9410f9226b2006e29553e54e0
363,Arts of the Ancient Americas,,1,,40.778572471,-73.964283262,False,1d9b8da9410f9226b2006e29553e54e0
363,Arts of the Ancient Americas,,1,,40.778572471,-73.964283262,False,1d9b8da9410f9226b2006e29553e54e0
363,Arts of the Ancient Americas,,1,,40.778572471,-73.964283262,False,1d9b8da9410f9226b2006e29553e54e0
363,Arts of the Ancient Americas,,1,,40.778572471,-73.964283262,False,1d9b8da9410f9226b2006e29553e54e0
363,Arts of the Ancient Americas,,1,,40.778572471,-73.964283262,False,1d9b8da9410f9226b2006e29553e54e0
363,Arts of the Ancient Americas,,1,,40.778572471,-73.964283262,False,1d9b8da9410f9226b2006e29553e54e0
